tiros_totales,xg_total,goles,pases_totales,pases_completos,pct_pases,intercepciones,faltas
0.0,0.0,0.0,61.0,56.0,91.80327868852459,2.0,4.0
0.0,0.0,0.0,316.0,286.0,90.50632911392405,5.0,16.0
0.0,0.0,0.0,199.0,184.0,92.46231155778895,8.0,0.0
0.0,0.0,0.0,107.0,94.0,87.85046728971963,0.0,3.0
0.0,0.0,0.0,87.0,72.0,82.75862068965517,0.0,0.0
0.0,0.0,0.0,101.0,55.0,54.45544554455446,0.0,0.0
0.0,0.0,0.0,195.0,170.0,87.17948717948718,5.0,1.0
0.0,0.0,0.0,177.0,159.0,89.83050847457628,7.0,3.0
0.0,0.0,0.0,76.0,51.0,67.10526315789474,0.0,0.0
0.0,0.0,0.0,57.0,43.0,75.43859649122807,0.0,0.0
0.0,0.0,0.0,123.0,111.0,90.2439024390244,0.0,0.0
0.0,0.0,0.0,122.0,99.0,81.14754098360656,1.0,3.0
0.0,0.0,0.0,163.0,112.0,68.71165644171779,0.0,0.0
0.0,0.0,0.0,126.0,98.0,77.77777777777779,0.0,0.0
0.0,0.0,0.0,63.0,44.0,69.84126984126983,0.0,0.0
0.0,0.0,0.0,71.0,57.0,80.28169014084507,2.0,2.0
0.0,0.0,0.0,68.0,46.0,67.64705882352942,3.0,3.0
0.0,0.0,0.0,96.0,75.0,78.125,0.0,0.0
0.0,0.0,0.0,112.0,99.0,88.39285714285714,0.0,1.0
0.0,0.0,0.0,97.0,69.0,71.1340206185567,0.0,2.0
0.0,0.0,0.0,98.0,53.0,54.08163265306123,0.0,0.0
0.0,0.0,0.0,242.0,205.0,84.71074380165288,9.0,1.0
0.0,0.0,0.0,352.0,319.0,90.625,10.0,5.0
0.0,0.0,0.0,55.0,46.0,83.63636363636363,1.0,3.0
0.0,0.0,0.0,57.0,51.0,89.47368421052632,2.0,0.0
0.0,0.0,0.0,62.0,52.0,83.87096774193549,1.0,0.0
0.0,0.0,0.0,123.0,112.0,91.05691056910568,2.0,3.0
0.0,0.0,0.0,106.0,81.0,76.41509433962264,9.0,3.0
0.0,0.0,0.0,56.0,47.0,83.92857142857143,2.0,2.0
0.0,0.0,0.0,190.0,171.0,90.0,2.0,1.0
0.0,0.0,0.0,426.0,395.0,92.72300469483568,6.0,2.0
0.0,0.0,0.0,199.0,171.0,85.92964824120602,5.0,5.0
0.0,0.0,0.0,178.0,139.0,78.08988764044943,3.0,3.0
0.0,0.0,0.0,227.0,172.0,75.77092511013215,1.0,6.0
0.0,0.0,0.0,72.0,62.0,86.11111111111111,0.0,1.0
0.0,0.0,0.0,57.0,52.0,91.22807017543859,0.0,0.0
0.0,0.0,0.0,76.0,53.0,69.73684210526315,0.0,1.0
0.0,0.0,0.0,128.0,94.0,73.4375,0.0,0.0
0.0,0.0,0.0,110.0,89.0,80.9090909090909,4.0,5.0
0.0,0.0,0.0,113.0,69.0,61.06194690265486,0.0,1.0
0.0,0.0,0.0,55.0,50.0,90.9090909090909,2.0,0.0
0.0,0.0,0.0,183.0,160.0,87.43169398907104,4.0,7.0
0.0,0.0,0.0,98.0,73.0,74.48979591836735,4.0,1.0
0.0,0.0,0.0,122.0,109.0,89.34426229508196,0.0,0.0
0.0,0.0,0.0,59.0,41.0,69.49152542372882,0.0,2.0
0.0,0.0,0.0,201.0,176.0,87.56218905472637,1.0,3.0
0.0,0.0,0.0,267.0,244.0,91.38576779026218,2.0,0.0
0.0,0.0,0.0,158.0,148.0,93.67088607594937,0.0,0.0
0.0,0.0,0.0,127.0,92.0,72.44094488188976,0.0,0.0
0.0,0.0,0.0,72.0,68.0,94.44444444444444,1.0,0.0
0.0,0.0,0.0,66.0,43.0,65.15151515151516,1.0,2.0
0.0,0.0,0.0,66.0,52.0,78.78787878787878,0.0,1.0
0.0,0.0,0.0,146.0,88.0,60.273972602739725,0.0,1.0
0.0,0.0,0.0,117.0,107.0,91.45299145299145,0.0,0.0
0.0,0.0,0.0,210.0,156.0,74.28571428571429,0.0,0.0
0.0,0.0,0.0,61.0,51.0,83.60655737704919,3.0,2.0
0.0,0.0,0.0,108.0,81.0,75.0,3.0,6.0
0.0,0.0,0.0,97.0,68.0,70.10309278350515,4.0,4.0
