player,tiros_totales,xg_total,goles,pases_totales,pases_completos,pct_pases,intercepciones,faltas
Steven Bergwijn,2.0,0.33993796000000004,0.0,71.0,65.0,91.54929577464789,0.0,2.0
Strahinja Pavlović,2.0,0.177865885,1.0,152.0,121.0,79.60526315789474,2.0,6.0
Sultan Abdullah Salim Al Ghannam,2.0,0.244814519,0.0,55.0,36.0,65.45454545454545,3.0,2.0
Tajon Buchanan,5.0,0.7142701530000001,0.0,88.0,61.0,69.31818181818183,3.0,6.0
Takuma Asano,9.0,1.279548737,2.0,29.0,22.0,75.86206896551724,2.0,4.0
Teun Koopmeiners,3.0,0.87343067,1.0,120.0,95.0,79.16666666666666,4.0,6.0
Theo Bernard François Hernández,5.0,0.259309684,1.0,332.0,290.0,87.34939759036145,7.0,6.0
Thiago Emiliano da Silva,2.0,0.20821556000000002,0.0,335.0,320.0,95.52238805970148,8.0,2.0
Thomas Meunier,3.0,0.119195924,0.0,142.0,109.0,76.76056338028168,6.0,4.0
Thomas Müller,3.0,0.270048914,0.0,72.0,54.0,75.0,1.0,0.0
Thomas Teye Partey,2.0,0.23574545500000002,0.0,181.0,153.0,84.5303867403315,3.0,3.0
Tim Ream,1.0,0.2582279,0.0,270.0,241.0,89.25925925925927,10.0,1.0
Timothy Weah,5.0,0.440147946,1.0,109.0,91.0,83.4862385321101,0.0,1.0
Tyler Adams,1.0,0.019808901,0.0,269.0,246.0,91.44981412639405,6.0,7.0
Vincent Paté Aboubakar,6.0,0.5289856239999999,2.0,31.0,20.0,64.51612903225806,0.0,3.0
Vinícius José Paixão de Oliveira Júnior,9.0,0.811526553,1.0,91.0,70.0,76.92307692307693,1.0,0.0
Virgil van Dijk,4.0,0.977948796,0.0,343.0,305.0,88.92128279883383,5.0,5.0
Vitor Machado Ferreira,2.0,0.053871288999999996,0.0,109.0,102.0,93.57798165137615,0.0,1.0
Walker Zimmerman,1.0,0.05674074,0.0,233.0,212.0,90.98712446351931,5.0,3.0
Wataru Endo,6.0,0.181400907,0.0,187.0,153.0,81.81818181818183,4.0,7.0
Weston McKennie,5.0,0.37566195,0.0,146.0,117.0,80.13698630136986,1.0,7.0
William Silva de Carvalho,1.0,0.048683427,0.0,165.0,153.0,92.72727272727272,2.0,4.0
Woo-Young Jung,1.0,0.010946972,0.0,208.0,179.0,86.0576923076923,6.0,12.0
Xherdan Shaqiri,4.0,0.494927794,1.0,104.0,68.0,65.38461538461539,1.0,2.0
Yahia Attiyat allah,2.0,0.331586645,0.0,138.0,97.0,70.28985507246377,1.0,9.0
Yassine Meriah,1.0,0.046073906,0.0,168.0,138.0,82.14285714285714,1.0,3.0
Yeltsin Ignacio Tejeda Valverde,2.0,0.522077037,1.0,98.0,79.0,80.61224489795919,4.0,1.0
Young-Gwon Kim,2.0,0.689242366,1.0,210.0,180.0,85.71428571428571,5.0,1.0
Youssef En-Nesyri,11.0,1.045874203,2.0,76.0,48.0,63.1578947368421,0.0,3.0
Youssef Msakni,9.0,0.642520471,0.0,70.0,50.0,71.42857142857143,1.0,0.0
Youssouf Fofana,4.0,0.16560118299999999,0.0,112.0,95.0,84.82142857142857,3.0,4.0
Youssouf Sabaly,2.0,0.0178921875,0.0,222.0,192.0,86.48648648648648,4.0,3.0
Yunus Dimoara Musah,4.0,0.197483729,0.0,182.0,154.0,84.61538461538461,4.0,10.0
Álvaro Borja Morata Martín,8.0,1.109480678,3.0,40.0,27.0,67.5,0.0,1.0
Ángel Fabián Di María Hernández,7.0,0.53383544,1.0,164.0,126.0,76.82926829268293,2.0,0.0
Éder Gabriel Militão,5.0,0.258765465,0.0,277.0,251.0,90.61371841155234,2.0,7.0
İlkay Gündoğan,6.0,1.128953889,1.0,163.0,148.0,90.79754601226993,1.0,3.0
Abdul Rahman Baba,0.0,0.0,0.0,103.0,70.0,67.96116504854369,1.0,8.0
Ali Abdi,0.0,0.0,0.0,109.0,72.0,66.05504587155964,5.0,5.0
Ali Albulayhi,0.0,0.0,0.0,89.0,71.0,79.7752808988764,2.0,1.0
Ali Maâloul,0.0,0.0,0.0,61.0,39.0,63.934426229508205,2.0,0.0
Alisson Ramsés Becker,0.0,0.0,0.0,94.0,80.0,85.1063829787234,0.0,0.0
Andries Noppert,0.0,0.0,0.0,191.0,157.0,82.19895287958116,0.0,0.0
André Onana,0.0,0.0,0.0,60.0,44.0,73.33333333333333,0.0,0.0
Antonee Robinson,0.0,0.0,0.0,240.0,175.0,72.91666666666666,8.0,3.0
António João Pereira Albuquerque Tavares Silva,0.0,0.0,0.0,58.0,57.0,98.27586206896551,1.0,2.0
Assim Omer Al Haj Madibo,0.0,0.0,0.0,71.0,62.0,87.32394366197182,3.0,2.0
Aymen Dahmen,0.0,0.0,0.0,77.0,48.0,62.33766233766234,0.0,0.0
Bartosz Bereszyński,0.0,0.0,0.0,150.0,121.0,80.66666666666666,4.0,5.0
Bassam Hisham Al Rawi,0.0,0.0,0.0,57.0,48.0,84.21052631578947,2.0,2.0
Benjamin Pavard,0.0,0.0,0.0,88.0,81.0,92.04545454545455,1.0,0.0
Boualem Khoukhi,0.0,0.0,0.0,194.0,167.0,86.08247422680412,3.0,1.0
Bryan Oviedo,0.0,0.0,0.0,89.0,68.0,76.40449438202246,4.0,3.0
Cameron Carter-Vickers,0.0,0.0,0.0,55.0,50.0,90.9090909090909,0.0,0.0
Celso Borges Mora,0.0,0.0,0.0,113.0,94.0,83.1858407079646,3.0,2.0
Chris Mepham,0.0,0.0,0.0,170.0,143.0,84.11764705882354,1.0,7.0
Connor Roberts,0.0,0.0,0.0,119.0,92.0,77.31092436974791,2.0,0.0
Cristian Gabriel Romero,0.0,0.0,0.0,372.0,330.0,88.70967741935483,9.0,13.0
César Azpilicueta Tanco,0.0,0.0,0.0,179.0,169.0,94.41340782122904,2.0,2.0
Damián Emiliano Martínez,0.0,0.0,0.0,186.0,123.0,66.12903225806451,0.0,0.0
Daniel Amartey,0.0,0.0,0.0,140.0,129.0,92.14285714285714,2.0,4.0
Daniel Carvajal Ramos,0.0,0.0,0.0,135.0,122.0,90.37037037037037,1.0,0.0
Danilo Luís Hélio Pereira,0.0,0.0,0.0,80.0,72.0,90.0,1.0,1.0
David Raum,0.0,0.0,0.0,193.0,151.0,78.23834196891191,6.0,5.0
Dayotchanculle Upamecano,0.0,0.0,0.0,345.0,305.0,88.40579710144928,13.0,4.0
Declan Rice,0.0,0.0,0.0,327.0,306.0,93.57798165137615,12.0,3.0
Devis Rogers Epassy Mboka,0.0,0.0,0.0,84.0,56.0,66.66666666666666,0.0,0.0
Diogo Meireles Costa,0.0,0.0,0.0,159.0,111.0,69.81132075471697,0.0,0.0
Dominik Livaković,0.0,0.0,0.0,228.0,189.0,82.89473684210526,0.0,1.0
Edouard Mendy,0.0,0.0,0.0,117.0,90.0,76.92307692307693,0.0,0.0
Eduardo Camavinga,0.0,0.0,0.0,103.0,91.0,88.3495145631068,2.0,2.0
Francisco Guillermo Ochoa Magaña,0.0,0.0,0.0,108.0,90.0,83.33333333333334,0.0,0.0
Fábio Henrique Tavares,0.0,0.0,0.0,56.0,50.0,89.28571428571429,2.0,2.0
Guido Rodríguez,0.0,0.0,0.0,62.0,54.0,87.09677419354838,0.0,0.0
Guillermo Varela Olivera,0.0,0.0,0.0,91.0,62.0,68.13186813186813,1.0,3.0
Hernán Ismael Galíndez,0.0,0.0,0.0,77.0,44.0,57.14285714285714,0.0,0.0
Hiroki Ito,0.0,0.0,0.0,63.0,58.0,92.06349206349206,0.0,3.0
Homam Alamin Ahmed,0.0,0.0,0.0,103.0,77.0,74.75728155339806,2.0,5.0
Hugo Lloris,0.0,0.0,0.0,182.0,111.0,60.98901098901099,0.0,0.0
Héctor Miguel Herrera López,0.0,0.0,0.0,75.0,63.0,84.0,2.0,5.0
Ismael Koné,0.0,0.0,0.0,102.0,96.0,94.11764705882352,0.0,0.0
Jhegson Sebastián Méndez Carabalí,0.0,0.0,0.0,141.0,130.0,92.19858156028369,1.0,4.0
Joe Rodon,0.0,0.0,0.0,162.0,147.0,90.74074074074075,3.0,3.0
Jordan Pickford,0.0,0.0,0.0,161.0,126.0,78.26086956521739,0.0,0.0
Jorge Resurrección Merodio,0.0,0.0,0.0,63.0,56.0,88.88888888888889,2.0,0.0
Josip Šutalo,0.0,0.0,0.0,66.0,62.0,93.93939393939394,0.0,0.0
José Martín Cáceres Silva,0.0,0.0,0.0,81.0,68.0,83.9506172839506,2.0,1.0
Jun-Ho Son,0.0,0.0,0.0,61.0,56.0,91.80327868852459,2.0,4.0
Jurriën David Norman Timber,0.0,0.0,0.0,316.0,286.0,90.50632911392405,5.0,16.0
Kamal Miller,0.0,0.0,0.0,199.0,184.0,92.46231155778895,8.0,0.0
Karim Boudiaf,0.0,0.0,0.0,107.0,94.0,87.85046728971963,0.0,3.0
Kasper Schmeichel,0.0,0.0,0.0,87.0,72.0,82.75862068965517,0.0,0.0
Keylor Navas Gamboa,0.0,0.0,0.0,101.0,55.0,54.45544554455446,0.0,0.0
Kye Rowles,0.0,0.0,0.0,195.0,170.0,87.17948717948718,5.0,1.0
Kyle Walker,0.0,0.0,0.0,177.0,159.0,89.83050847457628,7.0,3.0
Lawrence Ati-Zigi,0.0,0.0,0.0,76.0,51.0,67.10526315789474,0.0,0.0
Leandro Trossard,0.0,0.0,0.0,57.0,43.0,75.43859649122807,0.0,0.0
Manuel Neuer,0.0,0.0,0.0,123.0,111.0,90.2439024390244,0.0,0.0
Marten de Roon,0.0,0.0,0.0,122.0,99.0,81.14754098360656,1.0,3.0
Mathew Ryan,0.0,0.0,0.0,163.0,112.0,68.71165644171779,0.0,0.0
Matthew Charles Turner,0.0,0.0,0.0,126.0,98.0,77.77777777777779,0.0,0.0
Meshaal Aissa Barsham,0.0,0.0,0.0,63.0,44.0,69.84126984126983,0.0,0.0
Mikkel Damsgaard,0.0,0.0,0.0,71.0,57.0,80.28169014084507,2.0,2.0
Milad Mohammadi,0.0,0.0,0.0,68.0,46.0,67.64705882352942,3.0,3.0
Milan Borjan,0.0,0.0,0.0,96.0,75.0,78.125,0.0,0.0
Milos Veljkovic,0.0,0.0,0.0,112.0,99.0,88.39285714285714,0.0,1.0
Miloš Degenek,0.0,0.0,0.0,97.0,69.0,71.1340206185567,0.0,2.0
Mohammed Khalil Al Owais,0.0,0.0,0.0,98.0,53.0,54.08163265306123,0.0,0.0
Moon-Hwan Kim,0.0,0.0,0.0,242.0,205.0,84.71074380165288,9.0,1.0
Nathan Aké,0.0,0.0,0.0,352.0,319.0,90.625,10.0,5.0
Nemanja Gudelj,0.0,0.0,0.0,55.0,46.0,83.63636363636363,1.0,3.0
Nemanja Maksimović,0.0,0.0,0.0,57.0,51.0,89.47368421052632,2.0,0.0
Nicholas Williams Arthuer,0.0,0.0,0.0,62.0,52.0,83.87096774193549,1.0,0.0
Nico Schlotterbeck,0.0,0.0,0.0,123.0,112.0,91.05691056910568,2.0,3.0
Nouhou Tolo,0.0,0.0,0.0,106.0,81.0,76.41509433962264,9.0,3.0
Néstor Alejandro Araújo Razo,0.0,0.0,0.0,56.0,47.0,83.92857142857143,2.0,2.0
Pau Francisco Torres,0.0,0.0,0.0,190.0,171.0,90.0,2.0,1.0
Pedro González López,0.0,0.0,0.0,426.0,395.0,92.72300469483568,6.0,2.0
Piero Martín Hincapié Reyna,0.0,0.0,0.0,199.0,171.0,85.92964824120602,5.0,5.0
Rasmus Nissen Kristensen,0.0,0.0,0.0,178.0,139.0,78.08988764044943,3.0,3.0
Ricardo Iván Rodríguez Araya,0.0,0.0,0.0,227.0,172.0,75.77092511013215,1.0,6.0
Sam Adekugbe,0.0,0.0,0.0,72.0,62.0,86.11111111111111,0.0,1.0
Samuel Yves Oum Gwet,0.0,0.0,0.0,57.0,52.0,91.22807017543859,0.0,0.0
Sergio Rochet Álvarez,0.0,0.0,0.0,76.0,53.0,69.73684210526315,0.0,1.0
Seung-Gyu Kim,0.0,0.0,0.0,128.0,94.0,73.4375,0.0,0.0
Seyed Majid Hosseini,0.0,0.0,0.0,110.0,89.0,80.9090909090909,4.0,5.0
Shūichi Gonda,0.0,0.0,0.0,113.0,69.0,61.06194690265486,0.0,1.0
Simon Thorup Kjær,0.0,0.0,0.0,55.0,50.0,90.9090909090909,2.0,0.0
Steven de Sousa Vitoria,0.0,0.0,0.0,183.0,160.0,87.43169398907104,4.0,7.0
Takehiro Tomiyasu,0.0,0.0,0.0,98.0,73.0,74.48979591836735,4.0,1.0
Thibaut Courtois,0.0,0.0,0.0,122.0,109.0,89.34426229508196,0.0,0.0
Thorgan Hazard,0.0,0.0,0.0,59.0,41.0,69.49152542372882,0.0,2.0
Timothy Castagne,0.0,0.0,0.0,201.0,176.0,87.56218905472637,1.0,3.0
Toby Alderweireld,0.0,0.0,0.0,267.0,244.0,91.38576779026218,2.0,0.0
Unai Simón Mendibil,0.0,0.0,0.0,158.0,148.0,93.67088607594937,0.0,0.0
Vanja Milinković Savić,0.0,0.0,0.0,127.0,92.0,72.44094488188976,0.0,0.0
Victor Nelsson,0.0,0.0,0.0,72.0,68.0,94.44444444444444,1.0,0.0
Wajdi Kechrida,0.0,0.0,0.0,66.0,43.0,65.15151515151516,1.0,2.0
Wayne Hennessey,0.0,0.0,0.0,66.0,52.0,78.78787878787878,0.0,1.0
Wojciech Szczęsny,0.0,0.0,0.0,146.0,88.0,60.273972602739725,0.0,1.0
Yann Sommer,0.0,0.0,0.0,117.0,107.0,91.45299145299145,0.0,0.0
Yassine Bounou,0.0,0.0,0.0,210.0,156.0,74.28571428571429,0.0,0.0
Youri Tielemans,0.0,0.0,0.0,61.0,51.0,83.60655737704919,3.0,2.0
Yuto Nagatomo,0.0,0.0,0.0,108.0,81.0,75.0,3.0,6.0
Óscar Esau Duarte Gaitán,0.0,0.0,0.0,97.0,68.0,70.10309278350515,4.0,4.0
