ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,rival,resultado,fecha,50_50,bad_behaviour_card,ball_recovery_offensive,block_offensive,foul_committed_penalty,foul_won_penalty,goalkeeper_punched_out,pass_cut_back,pass_inswinging,shot_follows_dribble,shot_one_on_one,clearance_other,block_save_block,dribble_no_touch,pass_miscommunication
,,,,,,,,,,,,,,,0.800349,,,,,,,,,,,,,e0425b00-5efa-4b39-99fb-cce5f8e8e1f7,1605,,,"[104.0, 32.2]",3869321,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,62,Argentina,779,"['a51c92ff-6395-489d-aafa-069378d4b52d', 'aad0e02d-620e-4d12-8271-301fc27d0163']",9,,Right Foot,,"[118.1, 39.1, 0.2]",,"[{'location': [118.2, 38.5], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 51.3], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.3, 37.7], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.3, 43.2], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 30.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 37.1], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.9, 32.6], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 30.4], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 49.4], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.7, 35.9], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [95.2, 41.4], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.5, 25.6], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.5, 23.1], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",b575756f-2e7e-4d93-89bf-57ae68ceda21,Saved,0.03387043,Normal,Open Play,,,,,,Argentina,779,00:39:09.837,Shot,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.979407,,,,,,,,,,,,,debec286-7a17-430d-bc9b-e22f6b127268,2722,,,"[96.0, 33.3]",3869321,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,113,Argentina,779,['316adaf0-49c6-4d66-842e-0d5348b2a06c'],29,,Left Foot,,"[120.0, 43.7, 3.3]",,"[{'location': [109.1, 35.8], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 37.9], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 36.7], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 36.0], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [108.3, 35.3], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 34.5], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.5, 33.4], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.9, 29.4], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.2, 42.1], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.8, 45.7], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.8, 41.2], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 29.2], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.7, 36.0], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.3, 29.4], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [106.0, 35.2], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [104.2, 42.6], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.5, 49.1], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [85.9, 53.1], 'player': {'id': 20572, 'name': 'Cristian Gabriel Romero'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,Off T,0.07608311,Normal,Free Kick,,,,,,Argentina,779,00:17:29.048,Shot,,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.789862,,,,,,,,,,,,,3bb8d8ec-4fda-47cf-8b2b-179c1678913d,3016,,,"[108.0, 40.0]",3869321,72,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,126,Argentina,779,['80c753c5-dd49-421f-a890-2f6475e0031b'],39,,Left Foot,,"[120.0, 43.3, 1.4]",,,,Goal,0.7835,Normal,Penalty,,,,,,Argentina,779,00:27:39.369,Shot,,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.928632,,,,,,,,,,,,,0f207216-bf55-4479-9483-0e3ed0599b46,4309,,,"[101.1, 53.3]",3869321,109,,,,,,,,,,,,,,,,,,,,,,,,4,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,201,Argentina,779,"['4a961d7a-ca9c-48e5-bf59-d620c0a0f191', '8f38ea8d-cea5-4220-82f5-9a082a09dc7c']",18,,Left Foot,,"[120.0, 34.4, 4.9]",,"[{'location': [102.3, 53.1], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 45.7], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 51.8], 'player': {'id': 20750, 'name': 'Cody Mathès Gakpo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 40.9], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 39.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 36.6], 'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.2, 38.5], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.6, 34.1], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 31.5], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 37.8], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 42.6], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 33.4], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [108.6, 36.2], 'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.8, 30.2], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [91.2, 41.6], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.1, 40.8], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.6, 45.9], 'player': {'id': 27768, 'name': 'Lisandro Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.3, 38.8], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.8, 63.6], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",284f2217-c109-4715-a6ba-dc902b7a2ca5,Off T,0.035418287,Normal,Open Play,,,,,,Argentina,779,00:04:18.707,Shot,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.058642,,,,,,,,,,,,,70a28000-795f-45f6-a72d-d44a0e209242,4650,,,"[96.6, 41.6]",3869321,119,,,,,,,,,,,,,,,,,,,,,,,,4,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,220,Argentina,779,"['4cc32e01-3e1b-4998-b4db-77aecb425b76', 'a952a69f-0fd7-43e4-87f9-db43df8e61aa', 'c5893c38-5117-4944-b694-4c1c82e558c5']",27,,Left Foot,,"[97.2, 41.6]",,"[{'location': [88.7, 44.0], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.3, 36.3], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.2, 28.9], 'player': {'id': 7891, 'name': 'Teun Koopmeiners'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 29.8], 'player': {'id': 7745, 'name': 'Steven Berghuis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.1, 36.6], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 41.9], 'player': {'id': 21547, 'name': 'Noa Lang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.2, 40.6], 'player': {'id': 21809, 'name': 'Jurriën David Norman Timber'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 41.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 49.9], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 41.1], 'player': {'id': 8326, 'name': 'Andries Noppert'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 28.4], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.8, 37.8], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.2, 38.5], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 27.8], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.2, 37.6], 'player': {'id': 11456, 'name': 'Lautaro Javier Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.6, 63.8], 'player': {'id': 28263, 'name': 'Gonzalo Ariel Montiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",42e80354-5702-4cfb-9825-5bb6b226ebd3,Blocked,0.04201436,Normal,Open Play,,,,,,Argentina,779,00:14:27.828,Shot,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.820396,,,,,,,,,,,,,c751e2ee-386d-4644-aa3c-b9c7226ee13d,4686,,,"[108.1, 40.1]",3869321,121,,,,,,,,,,,,,,,,,,,,,,,,5,Other,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,226,Argentina,779,['6a15e1f3-9817-47cd-8d7c-e0b88c033c95'],3,,Left Foot,,"[120.0, 38.7, 0.2]",,,,Goal,0.7835,Normal,Penalty,,,,,,Argentina,779,00:01:03.055,Shot,,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,86c9d63d-9697-42a9-9d6b-ead8c9a33914,544,,,"[80.3, 57.0]",3869321,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,21,Argentina,779,['e82df966-6f9b-4a37-9dd4-6eb97c21f04b'],11,,,,,,,,,,,,,,,,,Argentina,779,00:12:11.720,Dribbled Past,,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,,c02f64bc-f7a5-48b9-8ca7-0ecea78232d3,4157,,,"[86.6, 55.5]",3869321,104,,,,,,,,,,,,,,,,,,,,,,,,3,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,192,Netherlands,941,"['24e06052-0db9-46dd-9108-409005a3a527', '9cbd4f90-cd94-46ee-a9f1-05bbb3599fe3', 'f71e11ec-65ae-4a7e-a96b-80cb5e250def']",58,,,,,,,,,,,,,,,,,Argentina,779,00:14:58.614,Dribbled Past,,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,fbcd5488-22c7-4f58-b861-b90710cae68d,978,,,"[90.7, 65.3]",3869321,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,36,Argentina,779,"['798e02ec-4e6f-4137-8f68-2942efab0dce', 'cf8f2585-969d-4df0-ab30-6a08b7e98c9f']",34,,,,,,,,,,,,,,,,,Argentina,779,00:21:34.693,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,f33a6932-9b6c-4243-b017-5c1e711c32e9,1259,,,"[55.1, 44.3]",3869321,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,49,Argentina,779,"['026fb688-3fa7-406d-b58d-f2c295c21249', '5d1ecbdc-023c-4be2-82fe-6e4ba8d94697']",4,,,,,,,,,,,,,,,,,Argentina,779,00:29:04.872,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,6bce41aa-7baa-475a-ad58-c5bb31c813ad,2699,,,"[34.7, 54.2]",3869321,60,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,112,Argentina,779,"['48a77a27-3688-4f20-a92b-6659fb2c2ae9', 'b998f90d-2745-4bef-9535-c21fb09a6b36']",33,,,,,,,,,,,,,,,,,Argentina,779,00:15:33.867,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,3cc61841-6e3f-460c-ae64-9268b918fc0c,3589,,,"[72.5, 74.8]",3869321,102,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,167,Argentina,779,['d3500154-3a0e-4f81-a528-29c833d77de7'],29,,,,,,,,,,,,,,,,,Argentina,779,00:57:29.537,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,1fb56c40-08f3-47c1-aef0-0d43b2e683ca,4196,,,"[76.8, 66.2]",3869321,105,,,,,,,,,,,,,,,,,,,,,,,,4,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,193,Argentina,779,['4f7a89a6-5304-4b67-a861-1d2bc5b5f56a'],22,,,,,,,,,,,,,,,,,Argentina,779,00:00:22.521,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,bbbbd565-6252-4c1f-a382-93276df65c31,4516,,,"[75.4, 56.0]",3869321,117,,,,,,,,,,,,,,,,,,,,,,,,4,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,217,Argentina,779,"['bb82ce13-2481-4ba3-99de-569ccfc9fea5', 'c9e65eed-a13c-4f02-bd18-66f0c9bbeb4a']",35,,,,,,,,,,,,,,,,,Argentina,779,00:12:35.919,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,9444f344-d656-491b-b3d7-3a14871e3fbe,4562,,,"[89.8, 26.7]",3869321,118,,,,,,,,,,,,,,,,,,,,,,,,4,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,217,Argentina,779,['00bdd6cd-d87b-4a17-bcfc-2d518fe7aa29'],7,,,,,,,,,,,,,,,,,Argentina,779,00:13:07.145,Dribble,True,Netherlands,2-2,2022-12-09,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dac34e0f-6706-437a-b034-51b1fd28cd19,3567,,,,3869321,99,,True,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,165,Netherlands,941,,46,,,,,,,,,,,,,,,,,Argentina,779,00:54:46.969,Bad Behaviour,,Netherlands,2-2,2022-12-09,,Yellow Card,,,,,,,,,,,,,
,,,,,,,,,,,,,,,4.15978,,,,,,,,,,,,,1552304a-f3c0-42bf-b7ff-d7b0173d7488,88,,,"[76.6, 35.7]",3869685,2,,,,,-0.5949631,,Left Foot,,,"[116.2, 8.9]",,High Pass,47.816315,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,8,Argentina,779,"['98f475c7-283c-4cb2-83f4-4c9022ec5c8a', 'fdfb0acc-4edc-4fec-960e-821aeb4cc62b']",16,,,,,,,,,,,,,,,,,Argentina,779,00:02:16.985,Pass,True,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.844292,,,,,,,,,,,,,f9405131-3f16-47bc-ab94-082f20057f60,98,,,"[99.3, 57.3]",3869685,2,,,,,-1.9044985,,Left Foot,,,"[96.7, 49.8]",,Ground Pass,7.937884,,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,8,Argentina,779,['44221430-f6c7-43dd-bbf7-173e8fd0dc66'],27,,,,,,,,,,,,,,,,,Argentina,779,00:02:27.185,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.378754,,,,,,,,,,,,,dcc37e05-d4f7-46ee-8697-9d0376ccccc0,140,,,"[67.9, 59.0]",3869685,3,,,,,3.0729177,,Left Foot,,,"[49.0, 60.3]",,Ground Pass,18.944656,,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,11,Argentina,779,['a1663244-7a04-4e44-bc86-22b83e612381'],52,,,,,,,,,,,,,,,,,Argentina,779,00:03:52.966,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.108751,,,,,,,,,,,,,4af1c94c-9d4f-4f52-a365-1a1f6cf609cd,174,,,"[81.8, 65.2]",3869685,4,,,,,2.9293222,,Right Foot,,,"[70.2, 67.7]",,Ground Pass,11.866339,,,,Rodrigo Javier De Paul,7797.0,,,,,Recovery,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,13,France,771,"['7b735e37-bc9b-4bb8-8216-149b2d28860b', 'ab64cbae-a332-4761-b820-0b0bd8cf48ec']",26,,,,,,,,,,,,,,,,,Argentina,779,00:04:26.443,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2.127613,,,,,,,,,,,,,4e969f98-9588-487e-ba88-3d797c6e2fa7,309,,,"[39.2, 48.1]",3869685,7,,,,,-0.4528622,,Left Foot,,,"[65.3, 35.4]",,Ground Pass,29.02585,,,,Alexis Mac Allister,27886.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,18,Argentina,779,['2fb6cc59-0c09-4eb2-977c-bf6ff936c5c0'],11,,,,,,,,,,,,,,,,,Argentina,779,00:07:11.325,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.973527,,,,,,,,,,,,,3f11588b-8b29-4374-978d-7727f2c82ead,343,,,"[120.0, 80.0]",3869685,8,,,,,-1.7033478,,Left Foot,,,"[116.6, 54.5]",,Low Pass,25.725668,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,19,Argentina,779,['685f0a82-6da2-45d0-899d-ecc9e31b1623'],22,,,,,,,,,,,,,,,,,Argentina,779,00:08:22.688,Pass,,France,3-3,2022-12-18,,,,,,,,,True,,,,,,
,,,,,,,,,,,,,,,1.37558,,,,,,,,,,,,,2e4a12da-f736-45d1-8f21-bd2d89c568cd,350,,,"[108.2, 74.4]",3869685,8,,,,,-2.8363695,,Left Foot,,,"[86.3, 67.5]",,Ground Pass,22.961271,,,,Rodrigo Javier De Paul,7797.0,,,,,Recovery,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,19,Argentina,779,['3cefb0c4-d772-4c73-b422-5459c886ae50'],31,,,,,,,,,,,,,,,,,Argentina,779,00:08:31.299,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2.214631,,,,,,,,,,,,,d04e9fdc-5d5f-4ff0-ab6c-fddf1970fed9,415,,,"[80.5, 47.8]",3869685,11,,,,,-0.9316599,,Left Foot,,,"[105.1, 14.7]",,High Pass,41.240395,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,21,Argentina,779,['10f782e3-1285-4fe4-879d-aa9471d9492f'],53,,,,,,,,,,,,,,,,,Argentina,779,00:11:53.314,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.429562,,,,,,,,,,,,,d0d1a1bf-1320-4a2a-b133-c6c6854f0707,481,,,"[52.5, 56.4]",3869685,13,,,,,-0.4973427,,Head,,,"[59.5, 52.6]",,High Pass,7.964923,,,,Julián Álvarez,29560.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Argentina,779,['eab9ef6d-ad27-474b-bdc7-292f22a27adf'],37,,,,,,,,,,,,,,,,,Argentina,779,00:13:37.961,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.918388,,,,,,,,,,,,,823d847e-f228-4fbd-9cf1-c721f4b360a0,496,,,"[95.2, 48.5]",3869685,13,,,,,-0.9406602,,Left Foot,,,"[104.9, 35.2]",,Ground Pass,16.46147,,Incomplete,,Julián Álvarez,29560.0,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Argentina,779,"['388a1908-c2f9-4898-9a10-ba3da12ba6c0', 'a52fd802-a09b-4c76-89f9-0cf58bd76c79']",51,,,,,,,,,,,,,,,,,Argentina,779,00:13:51.097,Pass,,France,3-3,2022-12-18,,,,,,,,,,,,,,,
