ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,rival,resultado,fecha,50_50,bad_behaviour_card,ball_recovery_offensive,block_offensive,foul_committed_penalty,foul_won_penalty,goalkeeper_punched_out,pass_cut_back,pass_inswinging,shot_follows_dribble,shot_one_on_one,clearance_other,block_save_block,dribble_no_touch,pass_miscommunication
,,,,,,,,,,,,,,,0.678712,,,,,,,,,,,,,1cd9168b-8771-4682-8758-6a13a5ff5969,1923,,,"[70.6, 66.2]",3857264,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,86,Argentina,779,"['268751ca-59aa-49ad-a53e-456bd46d4d0b', 'fe21cbfb-14a2-4a07-a1c0-efe2004998ed']",13,,,,,,,,,,,,,,,,,Argentina,779,00:05:13.534,Pressure,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2d8515b3-aac0-4c71-8308-03e7759104ee,73,,,"[110.4, 76.9]",3857264,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Argentina,779,,54,,,,,,,,,,,,,,,,,Argentina,779,00:01:54.718,Ball Recovery,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,acb20023-6d1d-4998-9b8a-6239bd5b18fc,2162,,,"[91.2, 41.4]",3857264,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Argentina,779,['a3f63c54-76c9-4f30-8c94-5114bd7201c3'],47,,,,,,,,,,,,,,,,,Argentina,779,00:09:47.681,Ball Recovery,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aefc81ec-fc0a-4b39-b787-9f4ff18d4e81,2590,,,"[81.8, 28.2]",3857264,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,104,Argentina,779,,18,,,,,,,,,,,,,,,,,Argentina,779,00:18:18.664,Ball Recovery,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e93e703a-6d30-40eb-9bf2-60390ba91505,3897,,,"[116.2, 21.5]",3857264,92,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,128,Argentina,779,,1,,,,,,,,,,,,,,,,,Argentina,779,00:47:01.723,Ball Recovery,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1affea27-3a8f-4ff2-9b45-d45f02ff6773,358,,,"[103.7, 41.2]",3857264,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,20,Argentina,779,['1f63e0eb-0788-49c8-9158-bd891af14036'],53,,,,,,,,,,,,,,,,,Argentina,779,00:08:53.574,Block,,Poland,0-2,2022-11-30,,,,True,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e63903c0-6d9b-43d4-b1b2-770e34dce67d,1245,,,"[83.7, 60.4]",3857264,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,56,Argentina,779,['b0a0ac3f-600d-4a25-8429-43951356f3c8'],13,,,,,,,,,,,,,,,,,Argentina,779,00:31:13.057,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a1df531d-1be1-47bb-9888-ed87f2811147,1516,,,"[91.7, 60.3]",3857264,40,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,65,Argentina,779,['702a9f5f-cd9e-49f1-9c61-c87769c652c4'],59,,,,,,,,,,,,,,,,,Argentina,779,00:40:59.156,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c3d5c81a-3588-4b92-af69-893a78b3d531,1530,,,"[110.1, 54.8]",3857264,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,65,Argentina,779,['90775949-f2c2-4234-8429-0df84f7d6158'],15,,,,,,,,,,,,,,,,,Argentina,779,00:41:15.211,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d42002b-077b-45a4-b214-afb5d68b9281,1738,,,"[97.6, 61.9]",3857264,46,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,76,Argentina,779,['81deb677-ec52-404f-a1cf-9eee3450d48f'],19,,,,,,,,,,,,,,,,,Argentina,779,00:46:19.566,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,83d7c32a-218b-4314-bc06-30caa8dc563d,1921,,,"[67.7, 64.3]",3857264,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,86,Argentina,779,"['b798bcb7-ef01-4f5c-ba07-ea934df989bf', 'c8d6a815-d38f-4950-a590-da566711c31f']",13,,,,,,,,,,,,,,,,,Argentina,779,00:05:13.344,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,83ec48aa-3f68-4fa6-9327-258ed51c8d25,2071,,,"[100.6, 44.9]",3857264,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Argentina,779,['67d28d90-6972-4081-a348-6e7a272ebf2c'],23,,,,,,,,,,,,,,,,,Argentina,779,00:08:23.776,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cee92ea1-33fb-4db9-bb3c-bba82fbfad1c,2168,,,"[93.7, 39.5]",3857264,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Argentina,779,"['63a08e26-8ee6-437c-a372-c3bd386fa132', 'b0958527-bbcd-4cb3-a5f2-39349c07b84e']",49,,,,,,,,,,,,,,,,,Argentina,779,00:09:49.423,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20baf887-5f7f-4fef-8900-e3f47e06f8d0,2328,,,"[80.5, 45.9]",3857264,56,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Argentina,779,"['02af046a-7c5d-4a68-b414-cbe57797cdf1', '0f1f1976-8564-40bb-b303-b73a1a7e9dde']",57,,,,,,,,,,,,,,,,,Argentina,779,00:11:57.435,Dispossessed,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,,4d70fc4f-99f0-47ed-b413-3ab2b858a0e5,262,,,"[95.5, 30.5]",3857264,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,14,Argentina,779,['d2f84906-680f-4935-add5-c5994dbddcaf'],28,,,,,,,,,,,,,,,,,Argentina,779,00:06:28.007,Duel,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Aerial Lost,0.0,,,,,,,,,,,,,cf14a248-63a4-4303-bf3c-9262f808a18e,794,,,"[40.4, 41.0]",3857264,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,40,Argentina,779,['e0c2c0f9-451a-4d44-a187-f0774f7cd828'],29,,,,,,,,,,,,,,,,,Argentina,779,00:20:29.720,Duel,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,715f039e-6f93-4993-8419-ac22f69a2aad,731,,,"[92.6, 58.8]",3857264,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,37,Argentina,779,"['818999f9-7fc4-4d2e-91a2-a92eb4812aa3', '846e9721-ce31-4cde-b89d-68ae80bd4dab']",19,,,,,,,,,,,,,,,,,Argentina,779,00:18:19.671,Dribble,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,2d831e46-b738-469a-99f2-75ce9553e1b1,2165,,,"[91.6, 41.4]",3857264,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Argentina,779,"['31e68dcf-4e5b-4f91-92a2-066d790629f8', 'a3f63c54-76c9-4f30-8c94-5114bd7201c3']",47,,,,,,,,,,,,,,,,,Argentina,779,00:09:47.801,Dribble,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,7368fdf6-c138-4b93-816d-ffa681abe368,2594,,,"[104.2, 24.3]",3857264,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,104,Argentina,779,['9bfff128-963b-475c-bc15-8e9271eb99eb'],22,,,,,,,,,,,,,,,,,Argentina,779,00:18:22.255,Dribble,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,8835a96c-2df2-474e-8850-f664358dbd77,2740,,,"[68.9, 52.1]",3857264,66,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,107,Argentina,779,"['327edca2-6563-4812-acfc-7cc602a5455d', '4cee69e3-39f1-42c6-a8ec-41ef0c0a2b48']",26,,,,,,,,,,,,,,,,,Argentina,779,00:21:26.656,Dribble,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,5224dd75-c06b-4dcb-a125-5219431316e4,3467,,,"[74.5, 53.8]",3857264,82,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,119,Argentina,779,['1287b62c-d13a-42a4-bcd0-7895e375d5ce'],17,,,,,,,,,,,,,,,,,Argentina,779,00:37:17.033,Dribble,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,True,,,,,,,,509bb40f-67e6-4ee5-a0ca-a6c167ff8f72,348,,,"[86.2, 31.3]",3857264,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,20,Argentina,779,"['1f2f18a7-bd51-4b91-9c08-f802914f2098', 'b9799b8a-b3e7-4ee1-b2f0-69f5310ce583']",48,,,,,,,,,,,,,,,,,Argentina,779,00:08:48.835,Foul Won,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,6bc4f7bc-0d0a-4adc-b719-d47bf318036c,1415,,,"[114.0, 50.3]",3857264,35,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,61,Argentina,779,['58ce022b-b9d8-4307-ad6f-5b86e58cb3dd'],15,,,,,,,,,,,,,,,,,Argentina,779,00:35:15.684,Foul Won,True,Poland,0-2,2022-11-30,,,,,,True,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,True,,,,,,,,ea1b6375-f1fd-4c66-a780-62deb632e642,2744,,,"[80.1, 51.9]",3857264,66,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,107,Argentina,779,['cb4ebd90-2909-4edd-8bea-531b07b97753'],29,,,,,,,,,,,,,,,,,Argentina,779,00:21:29.104,Foul Won,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a3a66042-dbc8-4a33-8261-5c381f341a64,3985,,,"[64.0, 43.6]",3857264,94,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,131,Argentina,779,"['315f83cc-3b0f-4b2d-b780-cc0c0bb77271', '5f8010ab-2663-4efb-8ba5-3d58b0321f8b']",29,,,,,,,,,,,,,,,,,Argentina,779,00:49:29.469,Foul Won,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.202208,,,,,,,,,,,,,6271cb0d-792e-44c7-8222-86a420b8b9f8,264,,,"[99.0, 37.7]",3857264,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,14,Argentina,779,['71e9627e-a1c3-41f3-a562-72a923369f81'],30,,Right Foot,,"[116.7, 37.9, 0.2]",,"[{'location': [116.8, 38.9], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 43.1], 'player': {'id': 7979, 'name': 'Przemysław Frankowski'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.4, 39.3], 'player': {'id': 8836, 'name': 'Karol Świderski'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [93.4, 32.2], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 48.4], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 38.8], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 36.8], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.5, 32.0], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 33.3], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 21.8], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.1, 63.6], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.8, 46.0], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.1, 26.6], 'player': {'id': 38718, 'name': 'Enzo Fernandez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [88.9, 28.9], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.7, 29.3], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 15.1], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Saved,0.050872557,Normal,Open Play,,,,,,Argentina,779,00:06:30.623,Shot,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.416757,,,,,,,,,,,,,1ae953ce-5984-4e36-a92c-de52f9c93bf8,393,,,"[111.7, 25.8]",3857264,9,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,22,Argentina,779,['16bda6c8-946c-4d55-bc6c-22db23e7356f'],53,,Left Foot,,"[118.9, 35.9, 1.0]",,"[{'location': [101.0, 46.6], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 45.4], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 36.4], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 38.8], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 33.6], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 30.4], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.7, 28.1], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 36.1], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 50.2], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.4, 38.3], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.5, 22.6], 'player': {'id': 19597, 'name': 'Marcos Javier Acuña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 38.0], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a7021b1d-d5eb-493d-a5c6-498caa118ce7,Saved,0.053250678,Normal,Open Play,,,,,,Argentina,779,00:09:53.690,Shot,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.340501,,,,,,,,,,,,,23e69e70-9d19-4f2b-bb69-aa8f6bbde68e,1416,,,"[108.1, 40.1]",3857264,38,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,62,Argentina,779,['3e9a79c5-6742-4265-83df-6dc15c0f6800'],24,,Left Foot,,"[119.7, 42.8, 1.4]",,,,Saved,0.7835,Normal,Penalty,,,,,,Argentina,779,00:38:24.302,Shot,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.96032,,,,,,,,,,,,,70ce1f6c-76b8-46d5-b140-1ceca04362a2,2049,,,"[105.8, 28.4]",3857264,52,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,90,Argentina,779,['7e4762e6-e651-46c3-b201-77026412ad83'],42,,Left Foot,,"[120.0, 26.1]",,"[{'location': [105.7, 41.9], 'player': {'id': 31955, 'name': 'Jakub Kamiński'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.7, 35.4], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 30.1], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 30.3], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 34.3], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 32.8], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 34.6], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 36.1], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 25.5], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 52.3], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.9, 57.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a32d8fb2-89b6-4247-96b1-a0f39c49de06,Wayward,0.06119443,Normal,Open Play,,,,,,Argentina,779,00:07:42.030,Shot,,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.386574,,,,,,,,,,,,,4a6f24b1-264f-4299-a970-d34dbab58d38,2231,,,"[109.4, 50.7]",3857264,55,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,92,Argentina,779,"['5527637a-a8b8-4b8e-9e7a-1c31bbffd2ac', 'f798b855-decb-4d22-9d7b-0bd79a47899b']",41,,Left Foot,,"[109.4, 44.3]",,"[{'location': [111.6, 42.6], 'player': {'id': 4734, 'name': 'Matty Cash'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 47.1], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 50.2], 'player': {'id': 44166, 'name': 'Jakub Piotr Kiwior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 51.2], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 46.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 54.9], 'player': {'id': 11737, 'name': 'Krystian Bielik'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 64.6], 'player': {'id': 31955, 'name': 'Jakub Kamiński'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.7, 53.8], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.3, 43.4], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 44.2], 'player': {'id': 29560, 'name': 'Julián Álvarez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.2, 47.7], 'player': {'id': 27886, 'name': 'Alexis Mac Allister'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.7, 62.6], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.8, 68.8], 'player': {'id': 29201, 'name': 'Nahuel Molina Lucero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.0, 63.0], 'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",1e568f18-e720-41be-a989-25fdca0c9b06,Wayward,0.058334265,Normal,Open Play,,,,,,Argentina,779,00:10:41.149,Shot,True,Poland,0-2,2022-11-30,,,,,,,,,,,,,,,
